provincia,localidad,nombre,direccion,denominacion_especifica,jurisdiccion _declaratoria,fecha_de_inauguracion,decreto_o_ley,numero_de_decreto_o_ley,,,
Córdoba,Jesús María,Estancia Jesús María-Iglesia y Convento de San Isidro,Pedro Oñate S/N,Monumento Histórico,Nacional,14/5/1941,Decreto,90732,,,
Córdoba,Jesús María,Molino Deza,"Circunscripción I, Sección V, Fracción IV del plano catastral de Jesús María. Contiguo a la Estancia Jesuítica de Jesús María",Monumento Histórico,Nacional,2/10/1963,Decreto,8508,,,
Córdoba,Juárez Celman,Iglesia Parroquial de Villa Reducción,s/d,Lugar Histórico,Nacional,30/12/1970,Decreto,3076,,,
Córdoba,La Falda,Museo Arqueológico Argentino Ambato,Cuesta del Lago 1469,Bien de interés arquitectónico nacional y bien de interés artístico nacional,Nacional,18/11/2015,Decreto,2436,,,
Córdoba,La Falda,Museo Arqueológico Argentino Ambato,"Cuesta del Lago, Los Plátanos, 25 de Mayo y Los Paraísos",Área de Amortiguación Visual,Nacional,18/11/2015,Decreto,2436,,,
Córdoba,Malagueño,Espacio para la Memoria y la Promoción de Derechos Humanos ex CCD “La Perla”,s/d,Lugar Histórico,Nacional,24/11/2015,Decreto,2521,,,
Córdoba,Punilla,Capilla de Candonga,Valle de la Punilla,-64.34486111,s/d,Nacional,14/5/1941,Decreto,90732,,
Córdoba,Punilla,Capilla San José en el Valle de Punilla,Valle de la Punilla,-64.56341667,s/d,Nacional,27/12/1971,Decreto,6284,,
Córdoba,Punilla,Casa Museo El Paraíso,s/d,Monumento Histórico,Nacional,22/12/2015,Ley,27219,,,
Córdoba,Punilla,"Casco Estancia San José y construcciones adyacentes: Casa del cuidador, antiguas caballerizas, ruinas y corrales de pirca; y antiguo cementerio aledaño",s/d,Lugar Histórico,Nacional,7/11/2011,Decreto,1773,,,
Córdoba,Punilla,Cuchi Corral,s/d,Lugar Histórico,Nacional,10/12/1945,Decreto,30836,,,
Córdoba,Punilla (San Esteban),Torre Molino Hércules,s/d,Bien de Interés Histórico,Nacional,28/10/2014,Decreto,1971,,,
Córdoba,Río Cuarto,Capilla de Tegua,s/d,Monumento Histórico,Nacional,8/7/1976,Decreto,1256,,,
Córdoba,Río Cuarto,Comandancia de Fronteras del Ejercito de Línea,Fotheringham 178,Monumento Histórico,Nacional,30/9/1975,Ley,21238,,,
Córdoba,Río Cuarto,"Escuela Normal Superior ""Justo José de Urquiza""",Av. Constitución 1040,Monumento Histórico,Nacional,19/11/2014,Ley,27006,,,
Córdoba,Río Seco,Casa Natal de Leopoldo Lugones,La Cautiva s/n,Monumento Histórico,Nacional,11/6/1957,Decreto,6183,,,
Córdoba,Río Segundo,Capilla del Pilar en Estancia Las Malvinas,"Entre las calles Buenos Aires, Santiago del estero, calle Pública y Pasco. A 45 km de la ciudad de Córdoba. Pedania Dormida",Monumento Histórico,Nacional,12/9/1969,Decreto,5243,,,
Córdoba,Saldan,Nogal (árbol) en la Finca de Saldan,s/d,Árbol Histórico,Nacional,4/7/1946,Decreto,2232,,,
Córdoba,Santa Rosa del Río 1º,Casa Natal del Presbítero José G.R. Brochero,Luis R. García esquina Deán Funes,Monumento Histórico,Nacional,22/7/1976,Decreto,1389,,,
Córdoba,"Sobremonte,Tulumba,Rio Seco","Yacimientos Arqueológicos ""Cerro Colorado""","Forma parte de las Sierras de Ambargasta, en el Norte de la provincia",Monumento Histórico,Nacional,1/2/1961,Decreto,881,,,
Córdoba,Totoral,Posta de Sinsacate,"A 160 km de la Cdad. de Córdoba por Ruta Nacional, Pedanía Dormida",Monumento Histórico,Nacional,14/5/1941,Decreto,90732,,,
Córdoba,Totoral,Reducción de Santa Catalina,"A 14 km de Ascochinga y a 71 km de Córdoba, por Ruta Nac. Nº 9. Pedanía Río Quinto",Monumento Histórico,Nacional,14/5/1941,Decreto,90732,,,
Córdoba,Villa del Valle de Tulumba,Tala de Esquiu (Árbol Histórico),Plaza principal Granadero Marquez,Bien de Interés Histórico,Nacional,11/4/2002,Ley,25579,,,
Corrientes,s/d,Riachuelo entre los Dep. de Itati y San Luis,s/d,Lugar Histórico,Nacional,4/2/1942,Decreto,112765,,,
Misiones,Apóstoles,Misión Jesuítica de Apóstoles (señalamiento),s/d,Lugar Histórico,Nacional,4/2/1942,Decreto,112765,,,
Corrientes,Bella Vista,"Barranca de la Cuevas, sobre el Río Paraná",s/d,Lugar Histórico,Nacional,4/2/1942,Decreto,112765,,,
Corrientes,Corrientes,Casa de Gobierno,Intersección de las calles 25 de Mayo y Salta,-58.83863889,s/d,Nacional,19/9/2005,Decreto,1119,,
Corrientes,Corrientes,Casa de los Martínez,Fray José de la Quintana 971,Monumento Histórico,Nacional,17/7/1946,Decreto,3430,,,
Corrientes,Corrientes,Casa del Gobernador Manuel I. Lagraña,Carlos Pellegrini 886/898 y Salta 708/714/734,Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Corrientes,Corrientes,"Columna conmemorativa, Fundación de Corrientes",s/d,Monumento Histórico,Nacional,10/12/1945,Decreto,30834,,,
Corrientes,Corrientes,Conjunto Urbano Plaza 25 de Mayo,"Plaza 25 de Mayo, bajada de las calles Buenos Aires y Salta entre Pellegrini y 25 de Mayo",Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Corrientes,Corrientes,Convento de San Francisco,Mendoza 420/50,Monumento Histórico,Nacional,6/9/1951,Decreto,17582,,,
Corrientes,Corrientes,"Escuela Normal ""Dr. Juan Gregorio Pujol""",Bolívar 1148,Monumento Histórico,Nacional,26/1/2015,Decreto,114,,,
Corrientes,Corrientes,"Escuela Normal ""José Manuel Estrada""",Sargento Cabral 2120,Monumento Histórico,Nacional,26/2/2014,Decreto,230,,,
Corrientes,Corrientes,Fray José de la Quintana,San Francisco - Corrientes,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Corrientes,Corrientes,Genaro Beron de Astrada,Cementerio de la Cruz (actualmente Catedral de Corrientes desde 1936),Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Corrientes,Corrientes,"Hogar Escuela Nº 13 ""Presidente Juan D. Perón""",Av. Ferré 1756,Monumento Histórico,Nacional,3/11/2015,Decreto,2297,,,
Corrientes,Corrientes,Joaquín de Madariaga,Catedral de Corrientes,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Corrientes,Corrientes,José Ramón Vidal,Cementerio San Juan Bautista,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Corrientes,Corrientes,Teatro Juan de Vera,San Juan 637,Monumento Histórico,Nacional,4/5/2005,Ley,26031,,,
Corrientes,Corrientes,Templo Santuario de la Cruz del Milagro,"Situado en la manzana comprendida entre las calles Salta, Bs. As.y Belgrano con frente al Norte",Monumento Histórico,Nacional,4/2/1942,Decreto,112765,,,
Corrientes,Curuzú Cuatiá,Campo de la Batalla de Pago Largo,s/d,Lugar Histórico,Nacional,18/11/1964,Decreto,9293,,,
Corrientes,Curuzú Cuatiá,Curuzú Cuatiá,s/d,Lugar Histórico,Nacional,4/2/1942,Decreto,112765,,,
Corrientes,Goya,Teatro Municipal Solari,Juan Esteban Martínez 357,Monumento Histórico,Nacional,19/12/2007,Ley,26327,,,
Corrientes,Itatí,"Casco Histórico de la localidad de Itatí (integran dicha área la Basílica de Nuestra Señora de Itatí, el seminario y antiguo santuario (hoy Museo Sacro), el antiguo santuario y Camarín del obispo Niella, la casa de Güerí y Vallejos y las casas de Bonastr","Calle Fray Alegre al este, Benigno Garay al oeste, San Luis del Palmar al sur y el río Paraná al norte",Pueblo Histórico,Nacional,24/11/1999,Ley,25221,,,
Corrientes,Itatí,Iglesia Vieja y el nuevo Santuario de la Virgen de Itatí (Declarada también Pueblo Histórico por Ley 25221),25 de Mayo y Obispo Luis Niella,Lugar Histórico,Nacional,18/3/1998,Ley,24949,,,
Corrientes,La Cruz,"Conjunto de reliquias, restos arqueológicos, elementos antropológicos y ruinas de las antiguas misiones jesuíticas existentes en la ciudad de La Cruz; forman parte el reloj de sol, las piedras luminarias, la iglesia parroquial, los restos de la muralla d",s/d,Patrimonio Histórico Cultural,Nacional,23/6/1999,Ley,25117,,,
Corrientes,La Cruz,Misión Jesuítica de La Cruz (señalamiento),s/d,Lugar Histórico,Nacional,4/2/1942,Decreto,112765,,,
Corrientes,Monte Caseros,Estación del Este en Monte Caseros,2 de Febrero Esquina Buenos Aires,Monumento Histórico,Nacional,20/3/1979,Decreto,654,,,
Corrientes,Paso de la Patria,Médano Histórico,"Manzanas nº 55, nº 56, nº 57, nº 78 y nº 79 de la localidad de Paso de la Patria",Lugar Histórico,Nacional,11/6/2001,Decreto,763,,,
Corrientes,Paso de los Libres,Amado Bonpland,Cementerio,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Corrientes,Paso de los Libres,Yatay (arroyo),s/d,Lugar Histórico,Nacional,4/2/1942,Decreto,112765,,,
Corrientes,Saladas,"Museo Histórico Nacional ""Juan Bautista Cabral""",Mitre y Sargento Cabral,Monumento Histórico,Nacional,13/8/1997,Ley,24865,,,
Corrientes,San Carlos,Misión Jesuítica de San Carlos (señalamiento),s/d,Lugar Histórico,Nacional,4/2/1942,Decreto,112765,,,
Corrientes,San Roque,Capilla de San Roque,"Frente a la plaza del pueblo, sobre la Ruta Nacional Nº 12, dista 126 km. de la Ciudad de Corrientes. A orrilas del río Santa Lucia, a 80 km. aprox. de la ciudad de Goya",Monumento Histórico,Nacional,5/4/1968,Decreto,1791,,,
Corrientes,Santa Ana,Capilla de Santa Ana,Carta IGM,Monumento Histórico,Nacional,6/12/1973,Decreto,574,,,
Corrientes,Santa Lucía,Iglesia de Santa Lucía,Corrientes 650,Monumento Histórico,Nacional,4/2/1942,Decreto,112765,,,
Corrientes,Santo Tomé,Misión Jesuítica de Santo Tome (señalamiento),s/d,Lugar Histórico,Nacional,4/2/1942,Decreto,112765,,,
Corrientes,Yapeyú,Misión Jesuítica de Yapeyú (señalamiento),s/d,Lugar Histórico,Nacional,4/2/1942,Decreto,112765,,,
Corrientes,Yapeyú,Pueblo de Yapeyú,s/d,Lugar Histórico,Nacional,6/10/1945,Decreto,24455,,,
Corrientes,Yapeyú,Templete Casa Natal del Gral. San Martín,"Manzana comprendida por las calles San Lorenzo, Sargento Cabral (S), Gregorio Matorras (O) y Av. Juan de San Martín (E)",Monumento Histórico,Nacional,16/7/1915,Ley,9655,,,
Corrientes,Loreto,Capilla de Nuestra Señora de la Candelaria,entre las calles ltuzaingó y Mendoza,Bien de Interés Histórico Nacional,Nacional,18/11/2016,Ley,27297,,,
Corrientes,Corrientes, Escuela Normal “Doctor Juan Gregorio Pujol”,Calle General Simón Bolívar 1148,Monumento Histórico,Nacional,2/12/2016,Ley,27317,,,
Entre Ríos,Liebig,Pueblo Liebig,s/d,Bien de Interés Industrial Nacional,Nacional,11/8/2017,Decreto,634,,,
Entre Ríos,Gualeguaychú,Casa Borrajo Haedo,"San José 105, esquina Rivadavia",Monumento Histórico Nacional,Nacional,9/8/2017,Decreto,625,,,
Entre Ríos,Colón,Molino de Viento Forclaz,Camino Vecinal San José (Colón S/N),Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Entre Ríos,Concepción del Uruguay,Brig. Gral.Justo José de Urquiza - Catedral,Catedral,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Entre Ríos,Concepción del Uruguay,"Campamento de Cala, Distrito Rocamora",s/d,Lugar Histórico,Nacional,31/10/1983,Decreto,2840,,,
Entre Ríos,Concepción del Uruguay,Casa calle Superior Entrerriano 58,Supremo Entrerriano 58,Monumento Histórico,Nacional,25/6/1975,Decreto,1761,,,
Entre Ríos,Concepción del Uruguay,Casa del Gral. Justo José de Urquiza,"Galarza 712, y 25 de mayo",Monumento Histórico,Nacional,23/7/1984,Decreto,2254,,,
Entre Ríos,Concepción del Uruguay,Casa que habito el Gral.Benjamín Victorica,Justo José de Urquiza 129,Monumento Histórico,Nacional,23/7/1984,Decreto,2254,,,
Entre Ríos,Concepción del Uruguay,"Colegio Nacional ""Justo José de Urquiza""","General Urquiza 25, Onésimo Leguizamón 24",Monumento Histórico,Nacional,4/2/1942,Decreto,112765,,,
Entre Ríos,Concepción del Uruguay,Edificio de la Aduana Vieja,Av. Ing. E. Pereira 676,Monumento Histórico,Nacional,3/4/1991,Decreto,562,,,
Entre Ríos,Concepción del Uruguay,"Entrada del Arroyo de la China, s/ el Río Uruguay",s/d,Lugar Histórico,Nacional,4/2/1942,Decreto,112765,,,
Entre Ríos,Concepción del Uruguay,Iglesia Parroquial (Basílica menor de la Inmaculada Concepción),3 de Febrero 25,Monumento Histórico,Nacional,4/2/1942,Decreto,112765,,,
Entre Ríos,Concepción del Uruguay,"Palacio San José (sede del Museo Histórico Nacional ""Justo José de Urquiza"")",Calle Rural S/N,Monumento Histórico,Nacional,30/9/1935,Ley,12261,,,
Entre Ríos,Concepción del Uruguay,Plaza Ramírez,s/d,Lugar Histórico,Nacional,30/4/1956,Decreto,7984,,,
Entre Ríos,Concepción del Uruguay,Saladero Santa Cándida,Camino al Puente de Fierro S/N,Monumento Histórico,Nacional,24/11/1977,Decreto,3571,,,
Entre Ríos,Concordia,Campo de Ayui,Sobre Ruta Nº 15 (Av. Miguel Huarte 1771),Lugar Histórico,Nacional,11/1/1972,Decreto,135,,,
Entre Ríos,Concordia,Monumento al Exodo del Pueblo Oriental,En el Parque San Carlos (Juan P. Garat 918),Monumento Histórico,Nacional,31/10/1961,Ley,16004,,,
Entre Ríos,Diamante,Punta Gorda,s/d,Lugar Histórico,Nacional,4/2/1942,Decreto,112765,,,
Entre Ríos,Gualeguay,Sociedad Italia de Socorro Mutuo y Beneficencia y el Teatro Italia,Islas Malvinas Nº 131,Bien de Interés Histórico Nacional,Nacional,29/9/2015,Decreto,2050,,,
Entre Ríos,Gualeguaychú,Casa de Fray Mocho,"Fray Mocho 135, entre Colombo y Rivadavia",Monumento Histórico,Nacional,30/11/2000,Ley,25386,,,
Entre Ríos,Gualeguaychú,Teatro Gualeguaychú,Urquiza 705,Monumento Histórico,Nacional,12/2/1997,Decreto,131,,,
Entre Ríos,Paraná,Biblioteca Popular del Paraná,Buenos Aires 256,Monumento Histórico,Nacional,10/7/2006,Ley,26116,,,
Entre Ríos,Paraná,Capilla Norte de San Miguel (Oratorio),Buenos Aires 428,Monumento Histórico,Nacional,29/12/2000,Decreto,1296,,,
Entre Ríos,Paraná,Casa de Gobierno,Gregorio Fernandéz de la Puente 254,Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Entre Ríos,Paraná,Catedral,Monte Caseros 77,Monumento Histórico,Nacional,4/2/1942,Decreto,112765,,,
Entre Ríos,Paraná,"Escuela Hogar ""Eva Perón""",Don Bosco 749,Bien de Interés Histórico Arquitectónico,Nacional,29/11/2007,Ley,26291,,,
Entre Ríos,Paraná,"Escuela Nº 1 ""Del Centenario""",Av. Rivadavia 426,Monumento Histórico,Nacional,15/12/2009,Ley,26557,,,
Entre Ríos,Paraná,"Escuela Normal ""José M. Torres""",Monte Caseros y Urquiza,Monumento Histórico,Nacional,28/7/2009,Ley,26500,,,
Entre Ríos,Paraná,Gral. José M. Galán,Cementerio de Paraná,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Entre Ríos,Paraná,Manuel Leiva,Cementerio de Paraná,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Entre Ríos,Paraná,Senado de la Confederación,Montecaseros 15,Monumento Histórico,Nacional,4/2/1942,Decreto,112765,,,
Entre Ríos,Paraná,"Teatro ""3 de Febrero""",25 de Junio 62,Monumento Histórico,Nacional,10/3/2008,Decreto,390,,,
Entre Ríos,Victoria,Casco Histórico Arquitectónico de la ciudad de Victoria,"Delimitdo por las calles Matanza, A. Bartoloni, Laprida, Ezpeleta, Laprida, 25 de Mayo y Bartolomé Mitre",Bien de Interés Histórico,Nacional,28/11/2002,Ley,25686,,,
Formosa,Formosa,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano- Formosa,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Mariano Boedo,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano- Mariano Boedo,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Gran Guardia,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano- Gran Guardia,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Pirané,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano- Pirané,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Palo Santo,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano- Palo Santo,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Bartolomé de las Casas,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano-Bartolomé de las Casas,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Comandante Fontana,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano- Comandante Fontana,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Ibarreta,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano- Ibarreta,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Estanislao del Campo,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano- Estanislao del Campo,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Pozo del Tigre,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano- Pozo del Tigre,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Teniente Brown,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano- Teniente Brown,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Las Lomitas,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano- Las Lomitas,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,J. G. Bazán,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano- J. G. Bazán,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Pozo del Mortrero,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano-Pozo del Mortero,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Laguna Yema,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano- Laguna Yema,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Los Chiriguanos,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano- Los Chiriguanos,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Ingeniero Juárez,Estación ferroviaria del ramal C-25 del FFCC Gral. Belgrano-Ingeniero Juárez,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Tte. Gral. R.M. Fraga,Eestación ferroviaria del ramal C-25 del FFCC Gral. Belgrano  Tte. Gral. R. M. Fraga,s/d,Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Formosa,Casa de Gobierno del territorio Nacional de Formosa,Av 25 de Mayo y Belgrano,Monumento Histórico,Nacional,17/6/1953,Decreto,10852,,,
Formosa,Formosa,La ex usina de la ciudad de Formosa,"Hipólito Yrigoyen, Santa Fe y Diag. Ramos Mejía",Bien de Interés Histórico,Nacional,5/11/1997,Ley,24882,,,
Formosa,Laishi,Construcciones de la ex misión San Francisco de Asis del Laishi,Manuel Belgrano 450,Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Formosa,Patiño,"Emplazamiento Fortín Yunka, Colonia Sgto.1º Leyes",En colonia Sargento 1º Leyes,Lugar Histórico,Nacional,9/3/1989,Decreto,325,,,
Formosa,Pirané,"Fortín Capitán Solari, Colonia Campo Villafañe",A 113 km de la Ciudad de Formosa por Rutas Provincial N°1 y Nacional N°11 (a 50 km. de San Francisco de Laishí),Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Formosa,Tacaagle,Construcciones ex- Misión San Francisco Solano,"Padre José Zuilf 456, Terencia Marcucci 845",Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Jujuy,Casabindo,Capilla de Casabindo,"En la Puna, a 279 km. de San Salvador de Jujuy, por Ruta Prov. N°5 y Nac. N°9 a través de Abra Pampa",Monumento Histórico,Nacional,14/7/1941,Decreto,95687,,,
Jujuy,Casabindo,Pueblo de Casabindo,s/d,Lugar Histórico,Nacional,18/2/1975,Decreto,370,,,
Jujuy,Departamento Humahuaca,Yacimiento arqueológico de Coctaca,s/d,Monumento Histórico,Nacional,2/11/2000,Decreto,1012,,,
Jujuy,Huacalera,Capilla de Huacalera,"En la Quebrada de Humahuaca, sobre la Ruta Nacional N°9 a 100 km de San Salvador de Jujuy.",Monumento Histórico,Nacional,14/7/1941,Decreto,95687,,,
Jujuy,Humahuaca,Areas del pueblo de Humahuaca,s/d,Lugar Histórico,Nacional,18/2/1975,Decreto,370,,,
Jujuy,Humahuaca,Capilla de Humahuaca,Sobre la Ruta Nac. N°9 a 128 km de San Salvador de Jujuy,Monumento Histórico,Nacional,14/7/1941,Decreto,95687,,,
Jujuy,Jujuy,Hogar Escuela Monseñor José de la Iglesia,Av. España 1660,Monumento Histórico,Nacional,3/11/2015,Decreto,2297,,,
Jujuy,Maimará,Posta de los Hornilos,Finca Hornilas,Lugar Histórico,Nacional,11/4/2002,Ley,25574,,,
Jujuy,Purmamarca,Capilla de Purmamarca,"A 62 km de San Salvador de Jujuy, a 4 km de la Ruta Nac. N°9",Monumento Histórico,Nacional,14/7/1941,Decreto,95687,,,
Jujuy,Purmamarca,Pueblo de Purmamarca,s/d,Lugar Histórico,Nacional,18/2/1975,Decreto,370,,,
